ds	id_user	ds_checkin	ds_checkout	n_searches	n_nights	n_guests_min	n_guests_max	origin_country	filter_price_min	filter_price_max	filter_room_types	filter_neighborhoods
2014-10-11	2faf4b2a-9c7b-4268-af1e-900a7c45aac3	2014-10-15	2014-11-01	7	17	2	3	IT	0	124	Entire home/apt,Entire home/apt,Private room	
2014-10-11	2faf4b2a-9c7b-4268-af1e-900a7c45aac3	2014-10-15	2014-11-02	18	18	2	2	IT	0	130	,Entire home/apt	
2014-10-11	2fcd199d-55da-4a66-bf6c-9d755a84d298	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	2fcd199d-55da-4a66-bf6c-9d755a84d298	2014-10-11	2014-10-15	3	4	1	2	US	NULL	NULL	,Entire home/apt	
2014-10-11	302141aa-a4a9-4539-91b9-cc2ca302f406	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	302141aa-a4a9-4539-91b9-cc2ca302f406	2014-12-01	2014-12-08	13	7	1	1	US	0	180	,Entire home/apt	
2014-10-11	302fe2d3-ad73-4be3-bc4e-51373cd47087	2014-11-03	2014-11-07	15	4	1	1	TR	NULL	NULL	,Entire home/apt,Entire home/apt,Private room	
2014-10-11	30410a2e-20e5-4dce-ace8-13ee43b45e50	2014-10-11	2014-10-19	8	8	1	1	ES	0	213	,Entire home/apt	
2014-10-11	30410a2e-20e5-4dce-ace8-13ee43b45e50	2014-10-11	2014-10-22	2	11	1	1	ES	NULL	NULL		
2014-10-11	30410a2e-20e5-4dce-ace8-13ee43b45e50	2014-10-12	2014-10-15	27	3	1	1	ES	86	1073741823		
2014-10-11	30410a2e-20e5-4dce-ace8-13ee43b45e50	2014-10-12	2014-10-22	1	10	1	1	ES	NULL	NULL		
2014-10-11	304e40bd-3fb6-4528-a562-7eb9fa4a587d	2014-12-20	2015-01-03	2	14	4	4	KE	0	130	Entire home/apt	
2014-10-11	305d86b8-173c-4c7c-b3fe-0763e6e23ffc	NULL	NULL	2	NULL	1	1	GB	NULL	NULL		
2014-10-11	30d08987-6f12-4059-b3e1-4d9079f1db14	2015-09-04	2015-09-07	1	3	2	2	AU	0	133	Entire home/apt	
2014-10-11	30ddf709-b5cc-424d-bd89-a4f8c4f283c0	NULL	NULL	20	NULL	1	1	ES	0	196		
2014-10-11	30ddf709-b5cc-424d-bd89-a4f8c4f283c0	2014-11-11	2014-11-12	1	1	1	1	ES	0	23		
2014-10-11	30ddf709-b5cc-424d-bd89-a4f8c4f283c0	2014-11-12	2014-11-14	5	2	1	1	ES	0	29		
2014-10-11	30ddf709-b5cc-424d-bd89-a4f8c4f283c0	2014-11-12	2014-11-16	4	4	1	1	ES	0	23		
2014-10-11	31042be1-1bbd-498d-9091-baaa43612795	NULL	NULL	11	NULL	2	2	FR	0	1073741823		
2014-10-11	310a8c26-d739-4f23-87d3-a9e7009d7c7a	NULL	NULL	1	NULL	1	1	US	0	55		
2014-10-11	316f795e-b2b7-452b-9abb-867ad7a17d12	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	316f795e-b2b7-452b-9abb-867ad7a17d12	2014-10-28	2014-10-30	6	2	1	1	US	NULL	NULL	,Private room,Entire home/apt	
2014-10-11	31756a1e-8e5e-4132-802e-7a54c3a8442d	2014-12-29	2015-01-01	3	3	4	4	IT	NULL	NULL	Entire home/apt	
2014-10-11	317948fa-cc28-4b71-9a0c-6473b7bf75f2	2014-10-23	2014-11-06	23	14	1	1	FR	0	643	Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-11	317d36bb-f372-432a-8794-619e53a8db6b	NULL	NULL	7	NULL	1	1	SE	NULL	NULL		
2014-10-11	319fcaba-01b5-4eb5-8cb6-9ff4dffb4609	NULL	NULL	10	NULL	1	1	RO	0	62		
2014-10-11	319fcaba-01b5-4eb5-8cb6-9ff4dffb4609	2014-10-27	2014-11-02	9	6	1	1	RO	0	62	,Entire home/apt,Private room	
2014-10-11	31adbe34-869d-42b1-8eaa-218fdfd3825c	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	31ae8943-1985-40ee-87ad-0fef4de36612	2014-10-21	2014-10-28	3	7	2	2	AU	0	125	,Entire home/apt	
2014-10-11	31bc40da-9efd-4433-b8db-cf5297877422	2014-11-22	2014-11-24	11	2	8	8	PT	NULL	NULL	,Entire home/apt	
2014-10-11	31e11776-a71b-49a7-80d1-148f88c84e12	NULL	NULL	1	NULL	1	1	SG	NULL	NULL		
2014-10-11	3277bb05-2b50-49a0-a0c2-195e435c93b6	2014-10-12	2014-10-14	11	2	1	1	DE	0	76		
2014-10-11	32a35495-ded0-4dd6-a22b-62b6780496fc	NULL	NULL	2	NULL	1	6	GB	NULL	NULL	,Entire home/apt	
2014-10-11	32b80624-2a1a-44c5-a18d-2f70634280b3	2014-10-13	2014-10-14	23	1	1	1	IE	0	137	,Private room	,City Centre
2014-10-11	32e7bb59-6714-4e30-9c71-56ebdcc322b5	2015-03-16	2015-03-22	9	6	7	7	DE	NULL	NULL		
2014-10-11	338d3582-d5a4-4d32-a268-964ed4f2083e	2014-10-22	2014-10-24	1	2	1	1	IE	NULL	NULL		
2014-10-11	339ba52e-691f-4dea-82f4-6bd10c3f7126	2014-10-15	2014-10-17	8	2	1	1	DE	0	99		
2014-10-11	339ba52e-691f-4dea-82f4-6bd10c3f7126	2014-10-17	2014-10-19	27	2	1	1	DE	NULL	NULL	,Entire home/apt,Entire home/apt,Private room	
2014-10-11	33b4e449-8caa-4788-9659-6b9014a7abfa	2014-10-23	2014-10-26	3	3	3	3	US	0	170		
2014-10-11	33b76bf7-f8a0-4c0d-93dd-8ffd6784aac9	NULL	NULL	4	NULL	1	1	ES	NULL	NULL		
2014-10-11	33c8c12c-15dd-4a50-9e77-e8e9a9a79997	NULL	NULL	6	NULL	1	5	NL	NULL	NULL		
2014-10-11	33c8c12c-15dd-4a50-9e77-e8e9a9a79997	2014-11-13	2014-11-15	1	2	5	5	NL	NULL	NULL		
2014-10-11	33c8c12c-15dd-4a50-9e77-e8e9a9a79997	2014-11-13	2014-11-16	2	3	5	5	NL	NULL	NULL		
2014-10-11	33c8c12c-15dd-4a50-9e77-e8e9a9a79997	2014-11-14	2014-11-16	5	2	5	5	NL	0	268		
2014-10-11	33d77d6f-664a-48a9-a8b8-b6a240a7fa60	2014-10-18	2014-10-20	1	2	2	2	NL	NULL	NULL		
2014-10-11	340f6278-0daa-4516-aec6-c86afb145cf0	NULL	NULL	1	NULL	1	1	GB	NULL	NULL		
2014-10-11	340f6278-0daa-4516-aec6-c86afb145cf0	2014-11-11	2014-11-14	8	3	1	2	GB	0	162		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2014-11-10	2014-11-24	9	14	1	1	US	0	40		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2014-11-10	2014-12-07	11	27	1	1	US	0	900		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2014-11-10	2014-12-09	3	29	1	1	US	NULL	NULL		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2014-11-10	2015-03-02	1	112	1	1	US	NULL	NULL		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2015-01-02	2015-02-02	1	31	1	1	US	NULL	NULL		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2015-02-01	2015-02-02	2	1	1	1	US	0	605		
2014-10-11	341149ea-a706-431c-b0aa-ba37773a1ae3	2015-02-01	2015-03-02	4	29	1	1	US	NULL	NULL		
2014-10-11	3419eb1d-f6e9-47ba-b8ea-1677369147b0	2014-11-15	2014-11-19	18	4	2	2	AU	0	84	,Entire home/apt,Private room,Private room	
2014-10-11	341d2ee0-801f-485d-b8ec-0d3fa363ce1b	NULL	NULL	3	NULL	1	1	US	0	100		
2014-10-11	341d2ee0-801f-485d-b8ec-0d3fa363ce1b	2014-12-27	2014-12-29	6	2	1	2	US	0	100	,Entire home/apt,Private room	
2014-10-11	342c1959-cd86-4565-a825-bacdd1f36033	NULL	NULL	8	NULL	2	2	ES	0	54	Entire home/apt	
2014-10-11	342c1959-cd86-4565-a825-bacdd1f36033	2014-11-01	2014-11-30	13	29	2	2	ES	NULL	NULL	,Entire home/apt	
2014-10-11	349d2dee-86bc-4470-bd23-38e2c0639939	NULL	NULL	2	NULL	1	2	DE	0	68		
2014-10-11	34ef4bae-c5ab-4178-9337-e9d6a1e8a4c5	NULL	NULL	10	NULL	1	2	IE	NULL	NULL	,Private room	,Ballsbridge
2014-10-11	35172f32-87bb-4158-a70d-176bb22916c8	NULL	NULL	14	NULL	1	1	DE	NULL	NULL		
2014-10-11	35287d74-02a0-48e6-ad26-b79f7be875b6	NULL	NULL	8	NULL	1	1	IE	NULL	NULL		
2014-10-11	352cda60-5f05-4c0a-9eec-8c14cfb78ba3	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-11	352cda60-5f05-4c0a-9eec-8c14cfb78ba3	2014-11-02	2014-11-23	4	21	1	1	IE	NULL	NULL	Entire home/apt	
2014-10-11	352cda60-5f05-4c0a-9eec-8c14cfb78ba3	2014-11-03	2014-11-23	11	20	1	1	IE	NULL	NULL		
2014-10-11	364402fd-1887-4a93-ba24-7856b5396b17	2014-10-26	2014-11-23	1	28	1	1	IT	NULL	NULL		
2014-10-11	3661aa45-cc73-4f00-b9a8-485d77e49ce8	NULL	NULL	1	NULL	1	1	DE	NULL	NULL		
2014-10-11	3661aa45-cc73-4f00-b9a8-485d77e49ce8	2014-10-12	2014-10-19	300	7	1	1	DE	0	1073741823		
2014-10-11	3661aa45-cc73-4f00-b9a8-485d77e49ce8	2014-10-12	2014-10-26	55	14	1	1	DE	48	1073741823		
2014-10-11	3661aa45-cc73-4f00-b9a8-485d77e49ce8	2014-10-19	2014-10-26	26	7	1	1	DE	67	1073741823		
2014-10-11	36769e2f-d14a-4b2b-bc8c-202b71c6c733	NULL	NULL	2	NULL	1	1	ES	NULL	NULL		
2014-10-11	36769e2f-d14a-4b2b-bc8c-202b71c6c733	2014-11-03	2014-11-07	6	4	1	3	ES	0	201	,Entire home/apt	
2014-10-11	36769e2f-d14a-4b2b-bc8c-202b71c6c733	2014-11-04	2014-11-07	4	3	3	3	ES	0	137	,Entire home/apt	
2014-10-11	367c4e7e-acad-4065-b2e1-6d179d70e0aa	2014-12-05	2014-12-08	2	3	4	4	ES	NULL	NULL	,Entire home/apt	
2014-10-11	36b28951-025a-4b5a-a499-4ff05c7f39a1	2015-07-29	2015-08-06	2	8	4	4	DE	NULL	NULL		
2014-10-11	3735a541-51df-465d-8a8f-574d44cc8173	NULL	NULL	8	NULL	1	3	IE	NULL	NULL		
2014-10-11	3735a541-51df-465d-8a8f-574d44cc8173	2014-10-26	2014-10-28	2	2	1	1	IE	NULL	NULL		
2014-10-11	37371c24-9f2a-4145-9f9e-efb820da3fd8	NULL	NULL	3	NULL	1	1	BR	NULL	NULL		
2014-10-11	3761f211-9d5e-4c1d-bd59-e75df257ebfa	2014-10-20	2014-10-27	24	7	1	1	IE	0	156	,Entire home/apt,Entire home/apt,Private room	
2014-10-11	3761f211-9d5e-4c1d-bd59-e75df257ebfa	2014-10-20	2014-11-20	3	31	1	1	IE	NULL	NULL		
2014-10-11	377e5077-5503-425c-9d57-20e3cae8585e	2015-01-02	2015-01-04	10	2	3	3	GB	0	438	,Entire home/apt	
2014-10-11	377f9646-ead3-4e50-99f1-de89f80b84cf	NULL	NULL	7	NULL	1	1	CA	NULL	NULL		
2014-10-11	378af316-7526-4c07-8538-1c6faf9be31e	NULL	NULL	3	NULL	2	2	IT	0	66	Private room	
2014-10-11	38159736-bff2-4c0a-a4fe-902eaf18edf5	2015-04-01	2015-04-07	7	6	4	4	AU	0	200		
2014-10-11	381f6614-33a7-474d-b170-7fe90eae0374	NULL	NULL	3	NULL	1	1	IE	NULL	NULL		
2014-10-11	3834a3e2-ee22-4ed8-a175-3f845f790ed8	2014-10-14	2014-10-18	43	4	1	1	CH	0	105	,Private room,Shared room,Shared room	
2014-10-11	385589ed-1c83-44b4-84dd-2cf62f556757	NULL	NULL	20	NULL	1	10	US	NULL	NULL		
2014-10-11	3859ba87-e12f-46a4-94d2-d5faa94e2c21	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-11	3870a984-78e4-42a2-a953-5ee1347e6b11	NULL	NULL	3	NULL	1	1	GB	NULL	NULL		
2014-10-11	3870a984-78e4-42a2-a953-5ee1347e6b11	2014-10-26	2014-10-27	1	1	4	4	GB	NULL	NULL		
2014-10-11	3870a984-78e4-42a2-a953-5ee1347e6b11	2014-10-26	2014-10-28	31	2	1	4	GB	0	484		
2014-10-11	38b06ea5-ea2d-4cc0-b1fa-565b21a8d198	NULL	NULL	7	NULL	1	1	IE	NULL	NULL		
2014-10-11	38d0bf18-393a-48be-b908-f51532dde9d1	2014-12-28	2015-01-02	13	5	1	4	DE	0	1074		
2014-10-11	38d0bf18-393a-48be-b908-f51532dde9d1	2014-12-29	2015-01-02	10	4	4	4	DE	23	1073741823		
2014-10-11	38d0bf18-393a-48be-b908-f51532dde9d1	2014-12-30	2015-01-02	1	3	4	4	DE	NULL	NULL	Entire home/apt	
2014-10-11	38d6cee0-1aac-4f52-87fb-fa1fa04c2252	2014-11-28	2014-11-30	2	2	4	4	GB	0	241	Entire home/apt	
2014-10-11	38f67f18-93fa-42e6-896f-f6c3bf24e3f1	2014-10-20	2014-12-20	7	61	1	1	IT	NULL	NULL	Private room	
2014-10-11	390267af-2d54-4e71-97c0-0aa81b4687de	NULL	NULL	5	NULL	1	1	GB	0	90		
2014-10-11	390267af-2d54-4e71-97c0-0aa81b4687de	2014-11-01	2014-11-04	54	3	1	1	GB	0	90	,Entire home/apt,Private room	
2014-10-11	3935b19e-ef1b-490a-9c32-462d13262623	NULL	NULL	1	NULL	1	1	ES	NULL	NULL		
2014-10-11	3935b19e-ef1b-490a-9c32-462d13262623	2014-11-14	2014-11-17	11	3	1	6	ES	0	390	,Entire home/apt	
2014-10-11	39435e8b-10ca-4c8d-825f-ec970e18fdde	2014-10-17	2014-10-19	7	2	1	1	US	0	50		
2014-10-11	397ed987-19b3-432f-8fb2-f8901cc03bb0	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-11	3992ff97-6839-4ead-a3e5-500780a88d7e	NULL	NULL	4	NULL	1	1	FR	0	38	,Entire home/apt	
2014-10-11	39aeab75-052c-4404-8674-92d8a9f1dc5f	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	39b7ff09-c8d0-4937-89d1-31962a32f5b3	2014-11-17	2014-11-20	11	3	2	2	DE	0	149	,Entire home/apt,Entire home/apt,Private room	
2014-10-11	39d8b18b-cf41-48cc-87d4-e659f8b5c5ca	NULL	NULL	1	NULL	1	1	NL	NULL	NULL		
2014-10-11	39d8b18b-cf41-48cc-87d4-e659f8b5c5ca	2014-12-20	2015-01-02	3	13	1	6	NL	NULL	NULL	,Entire home/apt	
2014-10-11	3a4fed2a-17b0-4290-888e-1d9ea87c3f88	NULL	NULL	3	NULL	1	3	NL	0	49		
2014-10-11	3a543a76-1638-47f3-8854-3d50efb90e94	2014-10-31	2014-11-02	3	2	3	3	IE	0	181	,Entire home/apt	
2014-10-11	3acc886d-4aad-47db-b818-a0d019773d35	NULL	NULL	1	NULL	1	1	CA	NULL	NULL		
2014-10-11	3acc886d-4aad-47db-b818-a0d019773d35	2014-10-17	2014-10-20	1	3	1	1	CA	NULL	NULL		
2014-10-11	3b43ceb5-0dfe-4e28-af91-cb8aa4f8cee1	2015-02-14	2015-02-17	5	3	8	8	FR	NULL	NULL		,City Centre
2014-10-11	3b43ceb5-0dfe-4e28-af91-cb8aa4f8cee1	2015-02-14	2015-02-18	7	4	8	8	FR	NULL	NULL		,City Centre
2014-10-11	3b4b0117-250a-4bfd-8d70-feb2e5458fb5	NULL	NULL	1	NULL	2	2	NL	NULL	NULL	Entire home/apt	
2014-10-11	3b961592-19f8-471f-b12f-1deb534125b6	NULL	NULL	1	NULL	1	1	IT	NULL	NULL		
2014-10-11	3b961592-19f8-471f-b12f-1deb534125b6	2014-11-11	2014-11-14	2	3	1	4	IT	NULL	NULL		
2014-10-11	3bb0d029-b576-451a-9bb4-ecd799e15756	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	3bd344ef-5400-4c6c-94c3-4e31bbfdfe5f	NULL	NULL	15	NULL	1	1	GB	NULL	NULL	,Entire home/apt	
2014-10-11	3bd344ef-5400-4c6c-94c3-4e31bbfdfe5f	2014-12-01	2014-12-08	18	7	1	2	US	NULL	NULL	Entire home/apt	
2014-10-11	3bd344ef-5400-4c6c-94c3-4e31bbfdfe5f	2014-12-08	2014-12-15	27	7	2	2	US	NULL	NULL	Entire home/apt,Entire home/apt,Private room	
2014-10-11	3bd344ef-5400-4c6c-94c3-4e31bbfdfe5f	2014-12-15	2014-12-22	12	7	2	2	US	NULL	NULL	Entire home/apt,Entire home/apt,Private room	
2014-10-11	3c871895-ea3f-43bd-b4f9-d0c9106bf219	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	3d1f8553-b386-4ee9-bb3b-b3deae08d60c	2014-10-18	2014-10-20	21	2	3	3	IE	0	225	,Entire home/apt	
2014-10-11	3de814e5-2634-4ac3-bb9d-08d17ecf905b	NULL	NULL	1	NULL	1	1	AU	NULL	NULL		
2014-10-11	3df35238-2e48-4bae-a55c-66a245c8a670	NULL	NULL	1	NULL	1	1	GB	NULL	NULL		
2014-10-11	3df35238-2e48-4bae-a55c-66a245c8a670	2015-03-13	2015-03-16	3	3	1	8	GB	NULL	NULL	,Entire home/apt	
2014-10-11	3dfb1b45-92b6-41e1-8e20-e5ae1e96b57c	2015-03-14	2015-03-21	7	7	2	2	US	0	205		
2014-10-11	3e29aee4-ed39-4975-8705-656f52bb316c	2014-11-28	2014-12-02	11	4	3	3	IT	NULL	NULL	,Entire home/apt	
2014-10-11	3e330ede-d70d-4654-a5fc-2632aee206da	2014-11-25	2014-11-26	4	1	1	1	IE	0	111		
2014-10-11	3e5fd461-7841-4d9d-a30a-81a29093c6a3	NULL	NULL	1	NULL	1	1	IE	NULL	NULL		
2014-10-11	3e9016c8-10a7-4852-9570-95cc581a288a	2014-11-05	2014-11-06	10	1	2	2	CZ	0	67	,Entire home/apt,Entire home/apt,Private room	
2014-10-11	3eb03826-8a7e-4526-a591-11cc7c16c2cc	2015-01-06	2015-01-10	4	4	1	2	ES	0	54		
2014-10-11	3eea0bd5-0a26-4eb5-9589-4cca88418272	2015-04-01	2015-04-15	8	14	1	1	BR	NULL	NULL	Entire home/apt	
2014-10-11	3eea0bd5-0a26-4eb5-9589-4cca88418272	2015-06-01	2015-06-30	9	29	1	4	BR	NULL	NULL	Entire home/apt	
2014-10-11	3f0c5982-d072-4487-8669-5f2e6ca4608c	2014-11-28	2014-11-30	36	2	1	2	IE	0	270	,Entire home/apt	
2014-10-11	3f0e7b70-d1e5-41e9-9adb-355c34fa8d62	2014-10-12	2014-10-13	1	1	1	1	GB	0	63	Private room	
2014-10-11	3f0e7b70-d1e5-41e9-9adb-355c34fa8d62	2014-10-13	2014-10-14	14	1	1	2	GB	0	63	Entire home/apt,Private room	
2014-10-11	3f16354a-a444-4721-93b6-e23a44d164fc	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	3f191a79-31a1-4332-9d6c-7a54746581c8	NULL	NULL	5	NULL	1	3	CA	0	139	,Entire home/apt	
2014-10-11	3f46f233-346f-4e49-a26f-a44b10a3b6a1	NULL	NULL	2	NULL	1	1	US	NULL	NULL		
2014-10-11	3f46f233-346f-4e49-a26f-a44b10a3b6a1	2015-04-03	2015-04-06	27	3	1	3	US	0	1073741823	,Entire home/apt	
2014-10-11	3f46f233-346f-4e49-a26f-a44b10a3b6a1	2015-04-04	2015-04-06	6	2	1	3	US	0	165	,Entire home/apt	
2014-10-11	3fc4fef2-bbb0-4266-bd9d-a6387170908a	2014-10-16	2014-10-19	7	3	2	2	GB	0	98		
2014-10-11	3fc4fef2-bbb0-4266-bd9d-a6387170908a	2014-11-08	2014-11-10	6	2	2	2	GB	0	162		
2014-10-11	3fe31a89-99a7-45ca-a150-6185b256e731	2014-10-15	2014-10-17	1	2	2	2	IT	NULL	NULL	Private room	
2014-10-11	3fedd3a8-02b5-4515-b663-08a278b23e6d	2014-10-15	2014-10-21	2	6	2	2	US	0	50		
2014-10-11	40037b47-383e-4156-aa5c-08be18032bb9	NULL	NULL	1	NULL	1	1	IT	NULL	NULL		
2014-10-11	40037b47-383e-4156-aa5c-08be18032bb9	2014-12-30	2015-01-03	6	4	1	1	IT	0	76		
2014-10-11	4047cac8-5fff-4d61-a1b3-842e685f8d61	2014-10-30	2014-10-31	14	1	1	1	IE	0	1073741823	,Entire home/apt	
2014-10-11	4067623e-9290-4b56-9ef8-066877e137ea	NULL	NULL	14	NULL	1	1	IE	0	79		
2014-10-11	4067623e-9290-4b56-9ef8-066877e137ea	2014-10-13	2014-10-14	16	1	1	1	IE	0	61		
2014-10-11	4067623e-9290-4b56-9ef8-066877e137ea	2014-10-15	2014-10-16	5	1	1	1	IE	0	80		
2014-10-11	40677134-e71c-4612-8235-257b28e55856	NULL	NULL	2	NULL	1	1	IT	0	61	,Entire home/apt	
2014-10-11	40746657-70f0-4a1f-95e9-5f33e71cdcc7	NULL	NULL	2	NULL	1	1	GB	NULL	NULL		
2014-10-11	40827fd4-9148-4982-a19d-ed262c0c7608	2015-01-27	2015-01-30	2	3	2	2	AU	NULL	NULL		
2014-10-11	40b18271-1b06-4318-9685-535fe529ecef	NULL	NULL	9	NULL	2	4	ES	0	612	,Entire home/apt	
2014-10-11	40e1228f-c6b3-4faf-a546-8db771f22186	2014-10-17	2014-10-19	15	2	2	2	NL	NULL	NULL		
2014-10-11	40e9fe53-6d28-483f-aa6e-0f8d93baeffc	NULL	NULL	3	NULL	1	1	AU	NULL	NULL		
2014-10-11	413311d4-365a-44aa-a7b9-ff05db804e9f	2015-02-06	2015-02-08	13	2	16	16	GB	NULL	NULL	,Entire home/apt	
2014-10-11	41514b36-19a3-4799-b385-ca278ac40b97	2014-10-16	2014-10-17	2	1	1	1	IE	156	1073741823	Private room	
2014-10-11	41556061-4bd2-46d8-a82e-2148f1dd5c25	2014-10-31	2014-11-03	8	3	1	1	AU	0	66	,Private room	
2014-10-11	4195816e-a17e-4dd8-8391-d5a36059c7a9	2014-10-23	2014-10-27	4	4	2	2	IL	0	95	Entire home/apt	
2014-10-11	419b5fd1-3631-4077-a406-ffa0d351efa9	2015-03-14	2015-03-18	2	4	2	2	GB	0	187		
2014-10-11	41a9acc5-85d8-4e84-815a-4ce8f06197cc	NULL	NULL	2	NULL	1	1	CH	NULL	NULL	,Entire home/apt	
2014-10-11	42032559-e345-4934-bee0-eb047013ac67	NULL	NULL	4	NULL	1	2	FR	0	56	,Entire home/apt	
2014-10-11	420bb62f-7447-42c6-8f10-4195aadece3d	2014-12-28	2015-01-01	28	4	2	2	CZ	0	170	,Private room	,City Centre
2014-10-11	423f40e5-9c0d-414e-bf6c-5406d76c7949	NULL	NULL	5	NULL	2	2	IE	0	51	Private room	
2014-10-11	4259d52b-0cd5-44d4-8287-7f62cc586e3b	2014-10-30	2014-11-04	1	5	4	4	US	NULL	NULL		
2014-10-11	426ee7db-2af5-4610-8fd7-8aa3656a1682	NULL	NULL	1	NULL	4	4	GB	NULL	NULL		
2014-10-11	42a75d88-6570-44ee-9bf6-34cb2f98dbd1	NULL	NULL	1	NULL	1	1	KR	NULL	NULL		
2014-10-11	42b05ca2-68ab-4b38-9ea9-4634cc614dbb	NULL	NULL	10	NULL	1	1	CA	NULL	NULL	,Entire home/apt	
2014-10-11	42ce2437-6c1a-4b1d-ba6d-96d4bfc58594	2014-11-12	2014-12-12	2	30	1	1	US	NULL	NULL		
2014-10-11	430798ca-a008-4e06-8bbf-7c8099d30d2a	2014-10-14	2014-10-15	1	1	1	1	US	0	77	Private room	
2014-10-11	430faa36-27a4-4206-82c9-1153dc10cc18	2014-12-30	2015-01-04	20	5	1	1	GB	0	122	,Entire home/apt	
2014-10-11	43342f6d-c1a0-462f-8279-82a0bde179d1	NULL	NULL	21	NULL	1	1	RO	NULL	NULL	,Entire home/apt,Private room	
2014-10-11	438e8298-6f4b-4074-9535-e7c0b53f7513	NULL	NULL	3	NULL	1	1	IT	NULL	NULL		
2014-10-11	43b7a3df-b943-4309-bd50-2cf8cb6cf4b3	NULL	NULL	1	NULL	1	1	GR	NULL	NULL		
2014-10-11	43b7a3df-b943-4309-bd50-2cf8cb6cf4b3	2014-11-08	2014-11-10	41	2	1	1	GR	NULL	NULL		
2014-10-11	447e0d12-f9a9-4de2-93ea-d62299e6b226	NULL	NULL	1	NULL	1	1	US	NULL	NULL		
2014-10-11	449b9e0e-bc0c-4803-aa27-ceb63bda1a1e	2014-10-19	2014-10-21	5	2	3	3	GB	NULL	NULL		
2014-10-11	44ef04c8-692c-41e7-8787-6665b3044039	NULL	NULL	5	NULL	1	2	IE	76	1073741823	,Entire home/apt,Private room	
2014-10-11	44fea0f7-cdf9-46b3-b282-2a97433a1a58	NULL	NULL	12	NULL	1	4	DE	0	161		
2014-10-11	44fea0f7-cdf9-46b3-b282-2a97433a1a58	2015-04-04	2015-04-11	30	7	1	4	DE	0	229	,Entire home/apt	
2014-10-11	45597b55-3d7f-4ecb-ab10-2ab0dc494e39	2014-11-26	2014-11-30	13	4	2	3	US	NULL	NULL	,Entire home/apt,Entire home/apt,Private room,Private room	
2014-10-11	456df99d-c141-4cb0-aec1-f5fd0a6af9df	2014-10-17	2014-10-19	2	2	1	1	US	0	20		
2014-10-11	45839b0e-11b1-4ef2-8dff-b2bc36254346	2014-11-29	2014-11-30	5	1	2	2	GB	0	220	Entire home/apt	
2014-10-11	459c44e8-ba55-463d-ad09-6ea9ba50d660	NULL	NULL	2	NULL	1	2	US	NULL	NULL	,Entire home/apt	
2014-10-11	464b59dc-8302-4524-8ed6-e6146958faa9	2014-10-13	2014-10-14	30	1	2	2	IE	NULL	NULL	,Private room	
2014-10-11	465dc82a-1d17-4b4b-8738-9ff3b5806e67	NULL	NULL	1	NULL	1	1	SE	NULL	NULL		
2014-10-11	46839c0e-6964-4e04-96fe-4003d087b26c	2014-10-27	2014-11-01	11	5	2	2	US	NULL	NULL	Entire home/apt	,Smithfield,Stoneybatter/Arbour Hill
2014-10-11	469010e8-28f3-4cc3-b000-48133ea5ec41	NULL	NULL	2	NULL	1	1	DE	NULL	NULL		
2014-10-11	469010e8-28f3-4cc3-b000-48133ea5ec41	2014-11-14	2014-11-16	5	2	1	5	DE	NULL	NULL		
2014-10-11	47347c6f-84ad-45ee-95c1-bfa4bde7c9af	NULL	NULL	2	NULL	1	1	JP	NULL	NULL		
2014-10-11	47447135-adca-4b10-a7d6-091c7f2876af	NULL	NULL	5	NULL	1	1	AU	0	80		
2014-10-11	47447135-adca-4b10-a7d6-091c7f2876af	2014-10-15	2014-10-17	19	2	1	1	AU	0	1268		
2014-10-11	47706b1f-f883-4f54-910c-69c4b783b6af	NULL	NULL	1	NULL	1	1	FR	NULL	NULL		
2014-10-11	47706b1f-f883-4f54-910c-69c4b783b6af	2014-11-21	2014-11-23	3	2	2	2	FR	38	139	Private room,Entire home/apt	
2014-10-11	47d42dba-0534-43a0-af7b-984d53922563	NULL	NULL	1	NULL	1	1	ES	NULL	NULL		
2014-10-11	47d42dba-0534-43a0-af7b-984d53922563	2015-07-28	2015-07-31	4	3	1	4	ES	0	626	,Entire home/apt	
2014-10-11	482fcf19-b0a4-49f7-ab5a-b2565be3eb8a	NULL	NULL	2	NULL	1	6	NL	NULL	NULL		
